-64.31
-95.18,5.47,-64.32
-95.07,5.35,-64.44
-94.96,5.38,-64.48
-95.05,5.60,-64.14
-95.12,5.75,-63.92
-95.11,5.93,-63.99
-95.12,6.03,-64.27
-95.30,6.02,-64.29
-95.45,5.89,-64.24
-95.34,5.87,-64.37
-95.19,5.91,-64.55
-95.05,5.97,-64.46
-95.03,6.03,-64.23
-95.02,6.03,-64.12
-95.04,5.99,-64.18
-95.15,5.90,-64.21
-95.22,5.81,-64.20
-95.21,5.76,-64.27
-95.19,5.81,-64.38
-95.17,5.91,-64.45
-95.15,5.98,-64.43
-95.16,6.00,-64.40
-95.24,5.95,-64.38
-95.29,5.95,-64.40
-95.27,5.99,-64.44
-95.25,5.96,-64.42
-95.23,5.96,-64.37
-95.26,5.96,-64.33
-95.30,6.03,-64.34
-95.32,6.10,-64.36
-95.35,6.11,-64.38
-95.30,6.12,-64.45
-95.14,6.16,-64.30
-95.16,6.06,-64.05
-95.56,5.73,-64.02
-95.41,6.64,-64.37
-94.90,7.73,-64.72
-94.98,7.66,-64.71
-95.70,7.14,-64.67
-96.42,6.56,-64.52
-96.77,6.24,-65.03
-96.41,6.39,-65.86
-95.60,6.61,-66.45
-94.99,6.48,-66.16
-94.67,5.93,-65.44
-94.82,5.29,-64.94
-94.94,5.03,-64.78
-95.20,4.97,-64.64
-95.49,5.04,-64.74
-95.42,5.34,-65.22
-95.23,5.56,-65.56
-95.06,5.50,-65.46
-95.14,5.26,-65.20
-95.32,5.21,-65.07
-95.35,5.29,-65.20
-95.21,5.44,-65.38
-95.07,5.50,-65.41
-94.95,5.52,-65.29
-94.87,5.43,-65.18
-94.81,5.30,-65.11
-94.74,5.24,-65.09
-94.63,5.20,-65.18
-94.40,5.21,-65.17
-94.21,5.08,-65.08
-94.07,4.89,-64.84
-94.08,4.79,-64.59
-94.09,4.73,-64.52
-94.01,4.77,-64.62
-93.92,4.78,-64.62
-93.92,4.75,-64.44
-93.96,4.70,-64.32
-94.06,4.66,-64.27
-94.14,4.68,-64.33
-94.08,4.75,-64.43
-94.00,4.80,-64.49
-93.86,4.78,-64.59
-93.77,4.69,-64.64
-93.70,4.58,-64.46
-93.75,4.46,-64.32
-93.75,4.37,-64.39
-93.71,4.28,-64.53
-93.73,4.15,-64.48
-93.79,4.15,-64.40
-93.91,4.08,-64.40
-93.96,4.12,-64.50
-93.89,4.21,-64.63
-93.81,4.32,-64.64
-93.84,4.38,-64.49
-93.88,4.39,-64.36
-93.90,4.41,-64.33
-93.90,4.44,-64.34
-93.90,4.44,-64.38
-93.86,4.44,-64.39
-93.86,4.44,-64.37
-93.88,4.42,-64.26
-93.97,4.39,-64.18
-94.00,4.40,-64.27
-93.97,4.42,-64.40
-93.97,4.37,-64.41
-94.01,4.28,-64.36
-93.99,4.28,-64.40
-93.94,4.29,-64.44
-93.94,4.26,-64.36
-93.98,4.25,-64.24
-94.01,4.26,-64.23
-93.97,4.26,-64.28
-93.95,4.26,-64.31
-93.99,4.23,-64.28
-94.02,4.23,-64.25
-94.03,4.24,-64.29
-94.03,4.25,-64.36
-94.04,4.26,-64.38
-94.02,4.24,-64.39
-94.00,4.23,-64.41
-93.99,4.23,-64.41
-93.96,4.23,-64.42
-93.93,4.20,-64.42
-93.89,4.21,-64.41
-93.87,4.19,-64.38
-93.91,4.16,-64.30
-93.85,4.14,-64.30
-93.80,4.16,-64.32
-93.83,4.08,-64.25
-93.85,4.05,-64.22
-93.89,4.06,-64.23
-93.87,4.09,-64.21
-93.88,4.09,-64.20
-93.87,4.09,-64.17
-93.88,4.13,-64.12
-93.89,4.15,-64.11
-93.92,4.15,-64.10
-93.91,4.17,-64.11
-93.89,4.14,-64.16
-93.94,4.11,-64.13
-94.00,4.07,-64.11
-93.96,4.13,-64.21
-93.90,4.23,-64.27
-93.85,4.22,-64.21
-93.87,4.19,-64.21
-93.90,4.15,-64.19
-93.93,4.15,-64.12
-93.92,4.15,-64.12
-93.87,4.18,-64.16
-93.84,4.19,-64.20
-93.86,4.20,-64.15
-93.91,4.14,-64.09
-93.92,4.12,-64.08
-93.93,4.07,-64.11
-93.92,4.09,-64.14
-93.94,4.12,-64.18
-93.95,4.15,-64.20
-93.95,4.12,-64.24
-93.95,4.06,-64.25
-93.99,4.04,-64.18
-93.98,4.02,-64.14
-93.98,4.06,-64.19
-93.93,4.11,-64.25
-93.96,4.09,-64.18
-93.98,4.06,-64.11
-93.99,4.07,-64.14
-93.99,4.08,-64.18
-94.02,4.09,-64.20
-94.03,4.14,-64.17
-94.02,4.13,-64.17
-94.01,4.14,-64.15
-94.06,4.11,-64.12
-94.08,4.11,-64.13
-94.05,4.18,-64.21
-94.02,4.24,-64.23
-94.03,4.18,-64.16
-94.06,4.19,-64.09
-94.12,4.19,-64.08
-94.09,4.21,-64.17
-94.03,4.24,-64.29
-93.99,4.23,-64.32
-94.03,4.18,-64.13
-94.25,4.03,-63.94
-94.30,4.07,-64.03
-94.19,4.16,-64.31
-94.10,4.22,-64.46
-94.16,4.19,-64.42
-94.21,4.12,-64.25
-94.26,4.14,-64.19
-94.30,4.15,-64.16
-94.26,4.18,-64.20
-94.20,4.21,-64.33
-94.17,4.23,-64.35
-94.18,4.17,-64.29
-94.23,4.13,-64.19
-94.29,4.12,-64.15
-94.33,4.12,-64.20
-94.32,4.17,-64.26
-94.28,4.18,-64.32
-94.27,4.17,-64.30
-94.28,4.15,-64.25
-94.29,4.10,-64.24
-94.28,4.12,-64.30
-94.30,4.11,-64.26
-94.33,4.10,-64.20
-94.36,4.13,-64.17
-94.37,4.19,-64.21
-94.34,4.20,-64.17
-94.39,4.17,-64.12
-94.38,4.15,-64.14
-94.38,4.15,-64.14
-94.39,4.14,-64.17
-94.40,4.16,-64.23
-94.37,4.19,-64.27
-94.32,4.13,-64.30
-94.35,4.09,-64.24
-94.39,4.06,-64.27
-94.38,4.12,-64.38
-94.33,4.21,-64.47
-94.29,4.27,-64.45
-94.33,4.25,-64.40
-94.41,4.19,-64.40
-94.37,4.22,-64.48
-94.28,4.25,-64.49
-94.29,4.23,-64.35
-94.31,4.18,-64.26
-94.31,4.15,-64.26
-94.31,4.13,-64.24
-94.35,4.11,-64.22
-94.37,4.13,-64.19
-94.36,4.17,-64.19
-94.35,4.17,-64.19
-94.35,4.16,-64.14
-94.34,4.13,-64.16
-94.32,4.15,-64.20
-94.26,4.15,-64.26
-94.30,4.10,-64.22
-94.37,4.09,-64.19
-94.39,4.09,-64.29
-94.37,4.07,-64.39
-94.33,4.09,-64.45
-94.30,4.10,-64.42
-94.28,4.08,-64.36
-94.24,4.04,-64.39
-94.18,4.01,-64.36
-94.16,4.02,-64.25
-94.20,3.99,-64.10
-94.27,3.96,-64.03
-94.28,3.98,-64.03
-94.28,4.00,-63.98
-94.31,4.01,-63.90
-94.40,3.99,-63.78
-94.50,3.98,-63.80
-94.54,4.04,-63.97
-94.52,4.06,-64.11
-94.49,4.13,-64.13
-94.53,4.08,-64.08
-94.56,4.10,-64.07
-94.57,4.12,-64.20
-94.54,4.17,-64.27
-94.55,4.20,-64.24
-94.59,4.18,-64.13
-94.62,4.19,-64.07
-94.63,4.24,-64.11
-94.58,4.27,-64.11
-94.53,4.27,-63.97
-94.53,4.23,-63.85
-94.57,4.20,-63.73
-94.59,4.21,-63.68
-94.63,4.21,-63.65
-94.66,4.24,-63.65
-94.70,4.29,-63.70
-94.72,4.34,-63.74
-94.76,4.38,-63.74
-94.80,4.39,-63.72
-94.78,4.43,-63.83
-94.72,4.44,-63.97
-94.70,4.43,-64.01
-94.68,4.39,-63.98
-94.73,4.32,-63.90
-94.73,4.31,-63.87
-94.73,4.37,-63.95
-94.70,4.37,-63.95
-94.63,4.39,-63.89
-94.62,4.37,-63.76
-94.64,4.34,-63.66
-94.72,4.30,-63.59
-94.76,4.33,-63.54
-94.73,4.37,-63.60
-94.74,4.39,-63.65
-94.76,4.39,-63.64
-94.77,4.36,-63.71
-94.74,4.35,-63.79
-94.77,4.34,-63.81
-94.86,4.27,-63.74
-94.79,4.28,-63.85
-94.71,4.29,-64.01
-94.77,4.25,-63.87
-94.83,4.15,-63.72
-94.72,4.22,-63.84
-94.67,4.30,-63.78
-94.74,4.24,-63.60
-94.76,4.25,-63.57
-94.72,4.27,-63.69
-94.64,4.43,-63.75
-94.73,4.50,-63.54
-94.82,4.36,-63.43
-94.75,4.32,-63.71
-94.64,4.31,-63.94
-94.73,4.20,-63.84
-94.82,4.16,-63.62
-94.89,4.23,-63.64
-94.82,4.34,-63.81
-94.71,4.40,-63.98
-94.72,4.33,-63.89
-94.78,4.25,-63.80
-94.78,4.23,-63.84
-94.73,4.30,-63.92
-94.63,4.34,-63.96
